tf_code,tf_name,sf_code,sf_name,distance_km
543492,فست فود نانداک,3x15y9,فست فود نانداک,0.013
566636,پیراشکی بخارپز آرین,7jylzg,پیراشکی بخار پز آرین,0.344
586736,پیتزا وساندویچ توپر (برادران قدیم),85ex7y,ساندویچ و پیتزا توپر,0.017
596842,طباخی و کله پزی شهر ما,pom9jk,طباخی شهرما,0.207
2o3l8p,اغذیه کیان,dq7r4x,اغذیه کیان,0.028
5r71x2,تهیه غذای گلچین,pvrw81,گلچین,0.061
5oxo4z,ساندویچ حسین ویچ,325512,فست فود مشهد ویچ,7.152
2k6zzl,ساندویچ شهر پروتئین,l2dx49,ساندویچ سرد شهر پروتئین,5.87
5ww985,کترینگ و رستوران آبتین,0rx9kz,کترینگ و رستوران آبتین,0.219
2gxrzp,کافه رستوران دلیش,znko9o,فست فود و صبحانه دلیش,0.019
5o6xo2,رستوران و کترینگ طهرانی,0j4w86,رستوران و کترینگ طهرانی,0.01
21zxx5,فست فود عمو کاظم,0rw8go,فست فود عمو کاظم,0.2
5wx1w2,رستوران جاودانی,p8yelm,رستوران جاودانی,0.358
2zn8o2,رستوران وثوقی,31l2nk,رستوران وثوقی,0.07
5zlx4g,فست فود ارمیا,pvjgmv,فست فود ارمیا,0.341
2w76y1,فست فود موران,r5qr68,پیتزا وساندویچ موران,0.017
5xw712,تهیه غذای بهار نارنج,p8d6k5,تهیه غذای بهار نارنج,0.213
2r6wwl,ساندویچ ثمین(شعبه شکری),0lg84e,ساندویچ ثمین,0.015
2w9oo2,ساندویچ سرد و گرم متین,0mg2vz,ساندویچ سرد و گرم متین,0.143
533orw,حشمت کباب (شعبه دو),mey5lz,چلو خونه حشمت (شعبه 2),0.134
28zwk2,فست فود زوپیر (فودکورت آبان),3kd96j,فست فود زوپیر,0.057
2k36nz,کره کباب درویشی,09omlq,کره کباب درویشی,0.348
5knmk2,کره کباب رئوف,12j5k7,کره کباب رئوف,0.08
298y85,جگرکی و سیرابی مجید,nnqwlz,جگرکی و سیرابی مجید,0.008
264x32,صبحانه گرم ممیشی,0l9dok,صبحانه گرم ممیشی,0.141
271yg1,رستوران‌پایزانو ,gnkqn2,فست فود پایزانو,0.228
5klo9w,کافه پیراشکی (شعبه دانش آموز),dq5m9d,کافه پیراشکی (شعبه دانش آموز),0.063
266ol9,کافه رستوران رومادو,3775zx,کافه رستوران رومادو (هاشمیه),0.036
2y4rgg,ویل برگر,vx1kgx,ویل برگر (وکیل آباد),1.076
2rpkr2,کباب سلطان (شعبه رضاشهر),3koexq,کباب سلطان (رضاشهر),4.222
59ngx1,کافه غذا ابرا,wd4n8z,کافه غذا ابرا,0.029
58p6lw,کباب سرای رمضانی ,0q57ed,کبابسرای رمضانی (شعبه 1),0.052
29gmp2,ساندویچ میخک (شعبه2),0jn4o6,فست فود میخک,0.057
53o645,کافه رستوران بلک سالت,p5xr1j,بلک سالت (شعبه سجاد),0.733
234w35,چلوخونه حشمت پلاس ,wdz8v8,چلو خونه حشمت (شعبه کوثر),0.047
59x1p8,میلان ویچ ,94xq86,فست فود میلان ویچ,0.028
53w6z5,فست فود نوشین (منتظری),0ykkzm,فست فود نوشین (منتظری),0.241
5oxr16,پیتزا طلائی شعبه ۲,31le4y,فست فود طلایی,0.058
2l1985,غذای ترکمنی مارال (شعبه وکیل آباد),p6jqw6,غذای ترکمنی مارال (شعبه وکیل آباد),1.231
5w3837,ساندویچ پیچ,znv5d1,ساندویچ پیچ,0.095
5gxrk4,چلو کبابی خانم مختاری,qyd119,کباب ذغالی خانم مختاری,0.019
54w6l4,کترینگ دختران آرزو,jyjryv,رستوران دختران آرزو,0.448
5mk1lg,فست فود تمیز,0qqglw,ساندویچ تمیز (شعبه ۱),0.029
5p8r1g,کترینگ صادقیه,p5x2gn,کترینگ صادقیه,0.019
277lyl,کترینگ پلازا,qydlod,کترینگ پلازا,0.081
2x71nm,رستوران آدینه,kl5odq,رستوران آدینه,0.125
2678p5,رستوران جردن ,94wxnn,رستوران و فست فود جردن,0.02
26z462,كترينگ آفتاب,0y75og,کترینگ آفتاب,0.028
51kgyk,پیتزا ساندویچ کش لقمه,dqe8vg,فست فود کش لقمه,0.003
2mym3g,پیتزا هزار و یک شب,kl66ek,فست فود هزار و یک شب,0.161
231npo,ایستگاه کباب,0r6mq8,ایستگاه کباب,0.01
5k648x,رستوران مجد وی آی پی,0wlvv8,چلوکبابی مجد شعبه 4,0.08
54l775,پیتزای گندم,0wzv8q,فست فود گندم,0.003
2k6894,دکتر کافی,6dglve,کافه دکتر کافی,0.365
2o9312,پیتزا ساندویچ شاهان (آسلین سابق),37jmjm,پیتزا ساندویچ شاهان (آسلین سابق),2.892
23zry8,فست فود لاویژ,3k8kzq,کبابی و چلوکبابی لاویژ,0.115
5xgmzy,فودهال گلستان,gn9nqn,فود هال زیست خاور (گلستان),0.077
2nl6zy,ساندویچ جمشید,3e6d92,فست فود جمشید,0.185
2p8rg6,فست فود فرشتگان,dqggo7,ساندویچ فرشتگان,0.008
2ngg45,فست فود شازده,85e49m,کافه فست فود شازده,0.059
2r66z8,طباخی یزدان,po2mok,طباخی یزدان,0.145
58gpp2,پیتزا سیسیلی,p4onmj,پیتزا سیسیلی,0.498
5yr7r2,ساندویچ آرمان,p87rlm,ساندویچ آرمان,0.023
2yoyxw,غذای سنتی سجاد,0l647n,غذای سنتی سجاد,0.011
5g7x3r,کترینگ باباحیدر,7jo8k2,آشپزخانه سنتی بابا حیدر,0.035
5r689p,اغذیه برادران ,me9wqv,اغذیه برادران,0.048
5r63mw,کافه رستوران بوم,3drj5w,رستوران بوم,0.022
5zlk7l,کترینگ رهام,3dm99g,کترینگ رهام,0.023
51y9z6,چلو کباب آرتان,0gomvn,کباب آرتان,0.018
2k3ylp,کباب بابک,0jn2jv,کباب بابک,0.588
238815,کباب سلطان (شعبه سیدرضی),0w94w5,رستوران و چلو کباب سلطان (سیدرضی),0.024
2p8p1y,کترینگ ساسانی,3xoevw,کترینگ ساسانی,0.484
5ngkz2,پیتزا شاهان(شعبه2),p698yg,فست فود شاهان شعبه 2 (معلم),0.017
5o3lz9,پک‌من,l28wg9,پیتزا و سوخاری پک من,0.036
531lgp,شله و حلیم عالی مقام,klwo8q,شله حلیم و آش عالی مقام,0.023
27m6n1,کباب سرای پور احمدی,27z9z2,کباب سرای پوراحمدی,0.035
2p6go2,فست فود کمپ مزه,09o5y6,فست فود کمپ مزه,3.601
5471z8,فست فود وحید ویچ,44lo45,ساندویچ سرد وحید ویچ,0.023
2778op,فست فود ریحون تنوری,dqgg4n,ریحون تنوری( شعبه مرکزی),0.318
5k69km,کافه صبحونه و غذاخونگی پارسا,3kg9en,کافه رستوران پارسا,0.185
2rn862,کترینگ دتر آشپز ,12m9zw,رستوران دتر آشپز,0.022
5knng2,سانچی ساندویچ,dq7yrn,فست فود سانچی,0.066
5k1nl5,کباب ناب چهارراه خسروی,0rk9m9,کباب ناب چهارراه خسروی,0.043
2k33p4,چلو کباب داودی,jy48wg,غذای داودی,0.065
2olmw5,آشپزخانه نوبهاران,p558gv,آشپزخانه نوبهاران,0.176
5xz145,ساندویچ پلاک قدیم,2764yl,فست فود پلاک قدیم,0.011
2k64y8,تیکه آخر (فودکورت مجتمع تجاری آگرین),y1g2lm,تیکه آخر (فودکورت مجتمع تجاری آگرین),0.034
5gymr5,فست فود سه نون,o991dv,ساندویچ سه نون,0.004
23wwz2,فست فود ژاوک,44q8oj,فست فود ژاوک,0.205
5z48px,رستوران صبا,p59qxn,رستوران صبا,0.041
2gx68m,پیتزا ۲۰۰۰,dqr7ww,پیتزا 2000,0.017
5777xk,فست فود قدس,pvokv1,ساندویچ قدس,0.043
5ywzk5,ساندویچ صمدی,0r1r81,ساندویچ صمدی,0.02
2w17og,طباخی قوچ طلایی,3x21mw,طباخی قوچ طلایی,0.01
26zk82,پیتزا آتا,pvr9g5,آتا پیتزا (کوثر شمالی),0.695
2lzm3k,کترینگ آریا پخت مشهد,44zg6y,کترینگ آریا پخت مشهد,0.01
2lw13l,ساندویچ کوالا,0qz5oy,فست فود کوالا,0.007
266nxn,سان ویچ,pve2k1,فست فود سان ویچ,0.025
2mk7lp,رستوران گلریز ملل,322m45,رستوران گلریز ملل,0.02
2mkl7n,ساندویچ نوین,qy1w1d,فست فود نوین,0.028
5myymx,فست فودالماس غرب,12xx9k,فست فود الماس غرب,0.023
2lxo72,فست فود آقای خرچنگ,0wy1zv,فست فود آقای خرچنگ,0.038
5xg7kp,رستوران آجیلیان,0qdxdx,چلو کباب آجیلیان,0.012
2yo7ok,هشتگ سوخاری,qy5dw2,هشتگ سوخاری,0.107
5gmo75,پیتزا شب کوک,097edn,پیتزا شب کوک,0.462
2mk1x7,اغذیه آرامش,gn2yor,اغذیه آرامش,0.039
5po4k2,ساندویچ نیکان,0mrjdo,ساندویچ نیکان,0.022
57o4g5,فست فود آلس پایس,pzjle2,فست فود آلس پایس,0.009
2gygg2,ساندویچ سید,pzdqro,ساندویچ سید,0.029
5rwwnz,کبابسرای ایزدی,12zww2,کباب سرای ایزدی,0.017
2nklkm,فست فود آرزو,6dggwe,ساندویچ آرزو,0.007
57m6l9,فست فود و بریانی پاچین نو,0ylnrr,مرغ بریان پاچین نو,0.039
5837k2,وقت کباب,3dxvrx,وقت کباب,0.035
5o9865,ساندویچ امیر,0leomn,ساندویچ امیر,0.062
2r4382,یووک فوود,94wxnd,فست فود یوک,0.008
24nr9n,ساندویچ رضوان,3dng2g,ساندویچ رضوان,0.097
2p1ox5,کترینگ ایرانی و فرنگی سحر,0n4dwr,کترینگ ایرانی و فرنگی سحر,0.23
27143k,رستوران خاقان,pzmxyj,کترینگ خاقان,0.009
28x832,کبابی بوی سیب,dqmm5g,کباب بوی سیب,0.014
59x1yp,فست فود مک دومینو,85v765,فست فود مک دومینو,0.263
2rwzn5,اغذیه میشا,pvjz9m,فست فود میشا,0.024
2mkpk2,فست فود گلبرگ,3dqjlg,فست فود گلبرگ,0.259
29nkg8,رستوران هتل ارس ,3kqgnq,رستوران هتل ارس,0.039
2w1mk7,فست فود پویا,7joe1x,فست فود پویا,0.021
2yn635,کافه پیتزا چیل,854r8m,کافه فست فود چیل,0.008
5gylk5,كبابسرای بابا حسين,p46k1y,كبابسرای بابا حسين,0.012
5kl4oz,فست فود رئیس (شعبه پارک بازار),p4n6wy,مجموعه غذایی رئیس (پارک بازار),0.091
2ox3ly,ساندویچ سرد عماد,o9ry4v,ساندویچ سرد عماد,0.496
294k8l,کباب ذغالی میزبان,0mzvlo,کباب زغالی میزبان,0.004
5ox37y,ساندویچ دایی اکبر ,3em1yj,ساندویچ دایی اکبر,0.009
26934x,اغذیه محسن,12zzk4,اغذیه محسن,0.007
51l882,فلافل و سمبوسه بهروز,379gg2,فلافل سمبوسه بهروز,0.027
5n74p2,ساندویچ سرد هاشمیه,0gqexx,ساندویچ سرد صابرویچ,0.093
571xp5,قرمه برگر,0m26dv,قورمه برگر (شعبه پیروزی),0.013
5zyok2,فست فود راوک,0mwxky,فست فود راوک,0.02
5g78p5,کباب بهشت,3dmdz7,کباب بهشت,0.02
231r6z, شب کوک(برنسی),dqrlew,فست فود پیتزا شب کوک (برونسی),0.079
2zk4wg,فست فود آذر فود,jy2jkr,فست فود آذر فود,0.003
2x4p3m,فست فود ویکتوریا ,7j6jo9,فست فود ویکتوریا,0.009
28ky3g,کبابی کهن,jygkdg,کبابی کهن,0.054
5r6wg4,پیتزا بوفالو,3x2612,کلبه بوفالو,0.019
5447y5,کافه رستوران هنگام,3eqk7m,کافه رستوران هنگام,0.02
2xgrgr,سیبعلی,7jjq7g,فست فود سیبعلی,0.206
5x496l,رستوران مزه ناب,3kz4mg,کباب مزه ناب,0.032
2r9yp4,فست فود شاه پسند,memqmz,فست فود شاه پسند,0.011
2y4445,پیتزا ساندویچ مونا,6d27qe,پیتزا ساندویچ مونا,0.098
547rm3,کترینگ حیدری ,0nrom8,آشپزخانه و غذای بیرون بر حیدری,0.083
2my7w6,غذای خونگی خوش مزه های کرانه حضور,e59zn2,غذای خونگی خوش مزه های کرانه حضور,0.209
26rzg2,ژامبون سرد ژ,0wn8wz,ژامبون سرد ژ,0.02
2lx372, کباب مظفری,p8rq72,کباب مظفری,0.397
2wrgx5,کیندر فود,442rny,فست فود کیندرفود,0.034
2xg7n8,جوجه کباب پاسارگاد,gnkn2x,جوجه کباب پاسارگاد,0.021
5847o5,فست فود فرنو,0le77k,فرنو,0.324
2w7wx2,کترینگ سران,kljqnj,کترینگ سران,0.005
2omr72,صبحانه بهنام,27q895,صبحانه بهنام,0.347
5m89k2,پیتزا دراگون (جمهوری),wdzyeq,پیتزا دراگون (جمهوری),0.439
2m84l5,فست فود نوشین سجاد,pvrg9x,فست فود نوشین (سجاد),0.013
5mk3g6,کترینگ مهرداد,0wzoz8,رستوران و کترینگ مهرداد,0.031
587nr2,کباب ترکی الماس,0q5x89,کباب ترکی الماس,0.208
271zr2,کترینگ صدرا,0l8go9,کترینگ صدرا,2.626
5y9xx5,فست فود پاراج,095djn,فست فود پاراج,0.301
2ymwk2,کافه رستوران شلمان,3ek17m,پیتزا شلمان,0.037
2pnm12,‌کته کبابی مهران بناب,qy6zy9,کبابسرای مهران,0.125
233mnx,چای خانه فروغ,gnzvxn,چای خانه فروغ,0.132
5w7o14,فست فود افشار,l2jymn,فست فود افشار,0.218
24l8y2,رستوران و کافی شاپ هاوش,pz7lnw,فست فود هاوش,0.012
213wn2,کترینگ پونک,po8r7k,کترینگ پونک,0.815
2lwwwy,رستوران و کترینگ ایلیا,e5zg6j,رستوران و کترینگ ایلیا,0.446
59ngpo,کافه رستوران پاسیو,p6o6wn,کافه رستوران پاسیو,0.285
5kk7x5,ایران کباب,0gwy2n,ایران کباب,0.359
2lwlxr,جگر زغالی آقا مجید باعشق,klwewk,جگر زغالی آقا مجید,0.14
5o1lw5,کپلی برگر سحر,p4q55x,کپلی برگر سحر,0.602
2r6y9x,ساندویچ سفیر,0gney2,فست فود سفیر,0.014
53xpl2,پیتزا ساندویچ جان فود,vxg5gx,پیتزا ساندویچ جان فود,0.027
21y98n,دهکده پیراشکی تنوری,mej49y,دهکده پیراشکی تنوری عمه خانوم,0.009
2p6m98,کلبه سوخاری,o9jjeo,کلبه سوخاری,0.026
5nl3ll,حلیم نیشابوری عطار,0now42,حلیم نیشابوری عطار,0.078
5r4kp5,فست فود گالاتا,p4nroj,ساندویچ نوستالژی گالاتا,0.01
2lz7zk,کترینگ شمس شهریار,32qro5,کترینگ شمس,0.024
29mom2,کافه رستوران شید,dqgmnn,کافه رستوران شید,0.003
2w7w1x,فلافل دانیال,l258qj,فلافل دانیال,0.015
53yxo5,کباب و شله و حلیم میزان,e5l9d5,رستوران و شله پزی میزان,0.009
2zmro5,پیتزا لوکال,nnl5lr,پیتزا تنوری لوکال,0.024
2w1l32,عرفان مزه,0rx7r1,عرفان مزه,0.778
2p6162,کترینگ نعنا,p46kdr,کترینگ نعنا,0.174
2k61k5,کافه سید هاشمی,3dm4gw,کافه سید هاشمی,0.309
2nky79,ژامبون سرد ژ,0wn8wz,ژامبون سرد ژ,0.009
2p83o4,ساندویچ جادوگر غذا,jye2zr,ساندویچ جادوگر غذا,0.229
28kw7o,رستوران کسایی,p6omjn,رستوران کسایی (شعبه 1),0.072
5g1ly5,کباب مجید(شعبه 3 ),p8jex5,کباب مجید شعبه 3,0.037
2my7nz,چلو کبابی مشتی خان ,vxe8nd,کبابی مشتی خان,0.017
2yorr9,فست فود تایم فود,857gmr,فست فود تایم فود,0.012
2r66o8,کباب تابه ای ولیعصر ,31j65y,کبابی ولیعصر,0.093
2137z2,ساندویچ پیتزا کارن,e5eg7o,فست فود کارن,0.042698603
2144k5,کبابسرای چرب و‌چیلی,wde4oz,رستوران چرب و چیلی,0.022847316
21kn48,کافه رستوران دیارا ,jyjxeg,کافه رستوران دیارا,0.042621078
21kpyx,کترینگ گیوه چی,e5owqm,کترینگ گیوه چی,0.010224047
21kzn4,خانه کباب اژدر,wd1q8v,پلو کباب اژدر زاپاتا,0.016913169
21lk75,چلو کباب دشتی,6d2ngo,کباب دشتی,0.034048434
21onrk,فست فود فان فود,gnzzkr,فست فود فان فود,0.016990425
21y8on,فلافلی پهلوان,zn15go,فلافلی پهلوان,0.007823968
21yg8x,رستوران مهدی,27qo25,رستوران مهدی,0.02358581
2333po,سوخاری پز,0yorjy,فست فود سوخاری پز,0.028968322
233gkw,چلو کباب طهرانی,qyelyd,چلو کباب طهرانی,0.017052098
233xog,برگر فلورانس ,12zeok,فست فود فلورانس,0.017965967
23kgr2,کترینگ وغذای آماده کدبانو,12qo1y,کترینگ کدبانو,0.025153768
23kn32,غذای ایران,o9jq2j,کافه غذای ایران,0.117094343
2477o9,اغذیه خیام,p6erwn,اغذیه سرای خیام,0.153333151
24n6lx,کباب و حلیم کد بانو,5o51xw,رستوران کد بانو,0.005359026
24npxw,فست فود و سوخاری کیلویی نفس (شبانه),qyl4dx,فست فود و سوخاری کیلویی نفس (شبانه),0.0181882
24nrxn,کباب باشی,dq7dmx,کباب باشی,0.033170862
24wo17,رستوران دربار,27z74d,رستوران دربار,0.256019228
266mmp,مجموعه غذایی بهشت,0nr548,مجموعه غذایی بهشت,0.011658363
269gy8,فست فود ژیکا,wd4z88,فست فود ژیکا,0.03866562
269y37,کافه صبحانه شی,6d7ml6,صبحانه چی,0.015178566
269y4k,جیگرمیگر,7j9v7x,طباخی جیگر میگر,0.010989585
26r8m3,فست فود چرب و چیلی,0wxqg5,پیتزا ساندویچی چرب و چیلی,0.02466835
26rrwl,کباب سرای بهشت,0m6mer,کباب بهشت,0.48820533
2719o4,رستوان چایخانه ایران,r5qrx1,کافه صبحانه چایخانه ایران,0.036096703
2777lk,کباب زغالی سلطان ,y1rdxy,کباب و جگر ذغالی سلطان,0.048775113
277l8o,کافه کارآفرینی اهالی,y1jn5y,کافه اهالی,0.014865225
277o93,ویل برگر,jymkog,وال برگر,0.06451805
277y78,کترینگ و غذای آماده سیدالشهدا,37z7rg,کترینگ سیدالشهدا,0.020582196
27mkz3,فست فود و فلافل محمد,94jxqd,فلافل کنجدی محمد,0.002231115
286468,فست فود لقمه طلایی,0mn1xq,فست فود لقمه طلایی,0.030277335
286pml,مستر فود,kl9d7k,مستر فود,0.011155377
286yzm,آشپزخانه کامیاب,444vzr,کبابسرای کامیاب (گوشت کامیاب),0.498632179
28kwn6,پیتزا ساندویچ مقدم ,r5e4dz,فست فود مقدم,0.056962979
28z4m2,فست فود و کباب ترکی لوتینو (فودکورت آبان),85d1x5,فست فود لوتینو (بیتا سابق هاشمیه),0.021466695
294g85,چلو کباب دشتی,6d2ngo,کباب دشتی,0.004194971
296my5,ساندویچ ترنج,0rlmg1,فست فود ترنج,0.091493272
29n88g,کباب سرای احمدآباد,375nrn,کباب سرای احمد آباد,0.016874485
29nwrz,فست فود بهار,vxg4ev,اغذیه بهار,0.05127732
29pr15,کافه رستوران گل شمعدانی (گرانیوم),l2jkzz,کافه رستوران گرانیوم,0.032222809
29xn6m,طباخی گلستان ,l2j2oe,طباخی گلستان,0.086239895
29xwnl,فست فود سردویچ,5ozmdx,ساندویچ سرد سردویچ,0.015918629
2g7gmz,رستوران و فست فود دانش,7jwqgg,مجموعه غذایی دانش,0.012833426
2g7o38,کترینگ هتل آبتین,85ozky,کترینگ آبتین,0.055407264
2gmxm2,فست فود خانگی دلیشز,5or2dn,فست فود دلیشز,0.025439701
2gn185,پیتزا پانا,09zdgq,رستوران پانا,0.004170556
2gx96z,ساندویچ سام ویچ,p6xvln,ساندویچ سرد سامویچ,0.014464716
2gxgzy,ساندویچ سرد حسام,442dd5,فست فود حسام,0.035194505
2k366l,فست فود کاواک,klnrln,فست فود کاواک,0.020651497
2k3ln1,سوخاری کیلویی369,44gmon,سوخاری کیلویی 369,0.011039734
2k3zwy,کترینگ مزینو,44d7zn,رستوران مزینو,0.079236894
2k697z,رستوران جاودانی,p8yelm,رستوران جاودانی,0.101113046
2kl76l,رستوران دیوان,nnqqk8,رستوران دیوان,0.008607399
2l88m2,مجموعه غذایی عموحسین ,dqvk5n,رستوران عمو حسین,0.031875491
2l9zl5,کترینگ ریحون,xdwjw2,کترینگ ریحون,0.181304824
2ll6km,فست فود ژاو,5o2n4j,فست فود ژاو,0.050412712
2llw1x,مجموعه غذایی شاهرخ ,xdrzo9,مجموعه غذایی شاهرخ,0.078452481
2lxly2,فست فود نارمک,32rwv2,ساندویچ نارمک,0.006149656
2m4ng5,سوخاری کیلویی,447dkn,سوخاری کیلویی,0.052327618
2mk682,کباب سلطان (شعبه اصلی),3koexq,کباب سلطان (رضاشهر),0.030881658
2mk99g,اغذیه فلافل بریز و بپاش,gn2oqn,فلافلی بریز و به پاش,0.24331559
2mkk7m,ساندویچ سرد پروویچ,dqqlgg,ساندویچ سرد پروویچ,0.00716426
2mm4zn,فست فود گندم طلایی,32yl7d,رستوران گندم طلایی,0.056065936
2mw3n2,پیتزا 1+3,y1y45r,پیتزا 1+3,0.275343233
2mygok,رایمون,o9jzek,فست فود رایمون,0.009356982
2n1915,رستوران و کترینگ ته دیگ خوران,pvlxev,رستوران و کترینگ ته دیگ خوران,0.016351095
2nkwp7,فلافل و پیتزا آبادان ,e5z55m,فلافلی آبادان,0.015786977
2nl6yz,اغذیه بانوویچ,27xz6d,فست فود بانو ویچ,0.218411279
2nr7r2,پیتزا ساندویچ تندوری,xdg9zw,فست فود تندوری,0.04790747
2o1m6y,دنر ترک,mej5xo,فست فود دنر ترک,0.019124107
2o1nl7,اغذیه وحدت,3dnlmx,ساندویچ وحدت,0.012715043
2o1owl,کترینگ اقا بزرگ,7j9wzm,کترینگ آقا بزرگ,0.021402335
2o319z,کترینگ نگار (واگذار شده),kl7d6o,کترینگ نگار,0.025893402
2o39ol,کافه رفقا,5o2zxv,کافه سنتی رفقا,0.067513577
2o3xym,مونآمور,kl9olg,کافه رستوران مون آمور,0.011115299
2ox9po,فلافل اهواز سیتی ,r5q8z1,ساندویچ اهواز سیتی,0.008047049
2oxgrw,فست فود پلتفرم ایران,nnw8er,کافه رستوران پلتفرم ایران,0.030295228
2oxn4p,کباب سلطان (تلگرد),me95qq,کبابی سلطان,0.023510193
2oxwp6,پیتزا آتا(شعبه معلم),qy1gnw,پیتزا آتا (وکیل آباد),0.092112372
2p333y,سردویچ خاندایی ,12jxx2,ساندویچ سرد خاندایی,0.018441284
2p3gyw,کترینگ کارن,jy2z5q,کترینگ کارن,0.039388685
2p3opy,فست فود کال فود,gngqy2,فست فود کال فود,0.015328986
2p3z3z,رستوران افخمی,gnyy6x,رستوران افخمی,0.031230565
2p87k6,رستوران والا,85gggr,کترینگ والا,0.052633216
2p8g78,رستوران میثم,l2e8gk,رستوران میثم,0.054829302
2pl1l2,اغذیه برگ سبز,pz265w,پیتزا ساندویچ برگ سبز,0.03557437
2r6gz7,کترینگ فردی,qylvzw,غذای آماده فردی,0.025499797
2r8lg2,کته کبابی حسن رشتی,44g9jj,رستوران کته کباب حسن رشتی,0.070343498
2rllp2,رستوران ارغوان,p56y7e,رستوران ارغوان,0.011139541
2rw34m,فست فود یاس 2,r5ekjz,پیتزا و ساندویچ یاس 2,0.055968711
2w1386,فست فود مروارید,94j9vk,فست فود مروارید,0.02242557
2w1xm6,کباب سید امیر,jym26r,کباب سید امیر,0.011801081
2w1y77,شهر غذای هانی,vxgzgv,شهر غذای هانی,0.066119148
